"customerkey","geographykey","customeralternatekey","birthdate","maritalstatus","gender","yearlyincome","totalchildren","englisheducation","englishoccupation","numbercarsowned","datefirstpurchase","commutedistance","fullname","customerage","city","stateprovincename","englishcountryregionname","postalcode"
11124,40,"AW00011124","1968-07-23","S","M","80000.00",1,"Partial College","Skilled Manual",1,"2020-05-05","5-10 Miles","Ross F Jordan",55,"Warrnambool","Victoria","Australia","3280"
11125,37,"AW00011125","1961-10-06","S","F","70000.00",1,"Partial College","Skilled Manual",1,"2022-01-31","5-10 Miles","Dana J Navarro",62,"Seaford","Victoria","Australia","3198"
11126,11,"AW00011126","1954-10-05","M","M","10000.00",2,"High School","Skilled Manual",2,"2020-05-28","0-1 Miles","Shaun Carson",69,"North Ryde","New South Wales","Australia","2113"
11127,361,"AW00011127","1981-04-19","M","F","40000.00",0,"High School","Skilled Manual",1,"2022-04-10","5-10 Miles","Jan Edwards",43,"San Gabriel","California","United States","91776"
11128,635,"AW00011128","1981-06-03","M","F","40000.00",0,"High School","Skilled Manual",1,"2022-06-19","5-10 Miles","Samantha Long",43,"Renton","Washington","United States","98055"
11129,638,"AW00011129","1981-02-01","S","F","40000.00",0,"High School","Skilled Manual",1,"2020-08-06","5-10 Miles","Julia M Wright",43,"Sedro Woolley","Washington","United States","98284"
11130,543,"AW00011130","1985-07-05","M","F","30000.00",0,"High School","Skilled Manual",2,"2022-12-09","5-10 Miles","Caroline L Russell",39,"Lebanon","Oregon","United States","97355"
11131,50,"AW00011131","1985-09-09","M","F","30000.00",0,"High School","Skilled Manual",2,"2022-10-18","0-1 Miles","Amanda Rivera",38,"Haney","British Columbia","Canada","V2W 1W2"
11132,51,"AW00011132","1986-04-25","S","F","30000.00",0,"High School","Skilled Manual",2,"2022-04-09","5-10 Miles","Melissa E Richardson",38,"Langford","British Columbia","Canada","V9"
11133,542,"AW00011133","1986-03-08","S","F","30000.00",0,"Partial High School","Clerical",2,"2022-12-30","0-1 Miles","Angela Griffin",38,"Lake Oswego","Oregon","United States","97034"
11134,30,"AW00011134","1957-02-22","S","M","10000.00",5,"High School","Skilled Manual",2,"2020-05-03","5-10 Miles","Larry D Townsend",67,"Perth","South Australia","Australia","6006"
11135,302,"AW00011135","1985-05-02","S","M","30000.00",0,"Partial High School","Clerical",2,"2022-04-18","5-10 Miles","Marcus L Harris",39,"Burlingame","California","United States","94010"
11136,53,"AW00011136","1984-04-24","S","F","40000.00",0,"High School","Skilled Manual",2,"2022-01-03","0-1 Miles","Brianna D Morgan",40,"Metchosin","British Columbia","Canada","V9"
11137,641,"AW00011137","1984-01-17","M","F","40000.00",0,"High School","Skilled Manual",2,"2022-07-31","5-10 Miles","Jasmine A Taylor",40,"Spokane","Washington","United States","99202"
11138,325,"AW00011138","1984-03-14","M","F","40000.00",0,"High School","Skilled Manual",2,"2022-09-19","0-1 Miles","Lauren Davis",40,"Glendale","California","United States","91203"
11139,28,"AW00011139","1949-11-05","S","F","30000.00",2,"Partial College","Clerical",2,"2022-09-14","5-10 Miles","Tanya Moreno",74,"Cloverdale","South Australia","Australia","6105"
11140,301,"AW00011140","1982-08-11","S","M","30000.00",0,"Partial High School","Clerical",2,"2022-03-19","5-10 Miles","Javier L Alvarez",41,"Burbank","California","United States","91502"
11141,314,"AW00011141","1982-12-19","M","F","40000.00",0,"High School","Skilled Manual",2,"2022-05-16","0-1 Miles","Nicole Ramirez",41,"Daly City","California","United States","94015"
11142,51,"AW00011142","1983-02-11","S","M","40000.00",0,"High School","Skilled Manual",2,"2022-02-13","0-1 Miles","Eduardo Patterson",41,"Langford","British Columbia","Canada","V9"
11143,334,"AW00011143","1982-08-04","M","M","40000.00",0,"High School","Skilled Manual",2,"2022-06-15","5-10 Miles","Jonathan M Henderson",41,"Lakewood","California","United States","90712"
11144,607,"AW00011144","1985-03-08","S","M","40000.00",0,"High School","Skilled Manual",2,"2022-01-25","0-1 Miles","Edward Hernandez",39,"Ballard","Washington","United States","98107"
11145,536,"AW00011145","1985-06-06","S","F","40000.00",0,"High School","Skilled Manual",2,"2022-01-25","0-1 Miles","Jasmine L Coleman",39,"Beaverton","Oregon","United States","97005"
11146,8,"AW00011146","1945-02-22","S","F","40000.00",2,"Bachelors","Management",2,"2022-02-05","5-10 Miles","Karla L Goel",79,"Matraville","New South Wales","Australia","2036"
11147,40,"AW00011147","1944-08-04","M","M","60000.00",2,"Graduate Degree","Management",1,"2020-05-13","0-1 Miles","Ernest L Wu",79,"Warrnambool","Victoria","Australia","3280"
11148,22,"AW00011148","1947-02-13","M","M","40000.00",2,"Bachelors","Management",2,"2022-03-07","5-10 Miles","Ross Vazquez",77,"East Brisbane","Queensland","Australia","4169"
11149,25,"AW00011149","1946-10-18","M","M","40000.00",2,"Bachelors","Management",2,"2022-06-04","0-1 Miles","Theodore Gill",77,"Hervey Bay","Queensland","Australia","4655"
11150,39,"AW00011150","1946-09-12","S","M","40000.00",2,"Bachelors","Management",2,"2022-03-27","5-10 Miles","Russell M Shen",77,"Sunbury","Victoria","Australia","3429"
11151,18,"AW00011151","1947-08-25","S","F","60000.00",2,"Graduate Degree","Management",1,"2020-05-15","0-1 Miles","Melinda G Gill",76,"Sydney","New South Wales","Australia","1002"
11152,633,"AW00011152","1981-07-09","S","M","40000.00",0,"High School","Skilled Manual",2,"2022-01-09","5-10 Miles","James J Williams",43,"Puyallup","Washington","United States","98371"
11153,635,"AW00011153","1981-12-21","M","F","40000.00",0,"High School","Skilled Manual",2,"2022-03-29","5-10 Miles","Angela R James",42,"Renton","Washington","United States","98055"
11154,553,"AW00011154","1982-02-18","S","F","40000.00",0,"Partial College","Skilled Manual",1,"2022-01-10","5-10 Miles","Megan G Walker",42,"Woodburn","Oregon","United States","97071"
11155,301,"AW00011155","1981-07-25","S","M","40000.00",0,"Partial College","Skilled Manual",1,"2022-01-06","1-2 Miles","Hunter J Robinson",42,"Burbank","California","United States","91502"
11156,334,"AW00011156","1981-08-06","S","F","40000.00",0,"Partial College","Skilled Manual",1,"2022-01-08","1-2 Miles","Maria Roberts",42,"Lakewood","California","United States","90712"
11157,642,"AW00011157","1980-12-08","M","F","40000.00",0,"High School","Skilled Manual",2,"2022-07-24","5-10 Miles","Hannah E Long",43,"Tacoma","Washington","United States","98403"
11158,361,"AW00011158","1981-04-06","S","M","40000.00",0,"High School","Skilled Manual",2,"2022-01-19","5-10 Miles","Jason K Wright",43,"San Gabriel","California","United States","91776"
11159,385,"AW00011159","1981-03-16","S","F","40000.00",0,"High School","Skilled Manual",2,"2022-09-08","1-2 Miles","Brianna A Hughes",43,"Woodland Hills","California","United States","91364"
11160,311,"AW00011160","1979-07-08","S","M","40000.00",0,"Partial College","Skilled Manual",1,"2022-02-21","5-10 Miles","Maurice M Tang",45,"Concord","California","United States","94519"
11161,311,"AW00011161","1979-10-20","S","F","40000.00",0,"Partial College","Skilled Manual",1,"2022-06-01","1-2 Miles","Emily Wood",44,"Concord","California","United States","94519"
11162,331,"AW00011162","1979-09-02","S","M","40000.00",0,"Partial College","Skilled Manual",1,"2022-02-18","5-10 Miles","Chase Cox",44,"La Jolla","California","United States","92806"
11163,372,"AW00011163","1980-06-18","M","M","40000.00",0,"Partial College","Skilled Manual",1,"2022-05-01","5-10 Miles","Gabriel Wang",44,"Spring Valley","California","United States","91977"
11164,374,"AW00011164","1979-11-02","S","M","40000.00",0,"Partial College","Skilled Manual",1,"2022-04-27","1-2 Miles","Devin Brooks",44,"Torrance","California","United States","90505"
11165,348,"AW00011165","1979-01-15","M","F","60000.00",0,"Partial College","Skilled Manual",1,"2022-05-25","1-2 Miles","Jocelyn Alexander",45,"Oakland","California","United States","94611"
11166,631,"AW00011166","1977-10-22","S","F","70000.00",0,"Partial College","Skilled Manual",2,"2022-10-14","0-1 Miles","Ashley Martinez",46,"Olympia","Washington","United States","98501"
11167,618,"AW00011167","1978-01-29","S","F","80000.00",0,"Bachelors","Management",1,"2022-01-07","0-1 Miles","Jasmine J Barnes",46,"Issaquah","Washington","United States","98027"
11168,348,"AW00011168","1973-11-12","S","M","80000.00",0,"Bachelors","Management",1,"2022-01-15","0-1 Miles","David Rodriguez",50,"Oakland","California","United States","94611"
11169,312,"AW00011169","1973-12-20","M","M","90000.00",4,"Bachelors","Management",1,"2022-05-26","0-1 Miles","Bryce Richardson",50,"Coronado","California","United States","92118"
11170,612,"AW00011170","1973-08-04","M","F","90000.00",4,"Bachelors","Management",1,"2022-08-26","0-1 Miles","Carol T Howard",50,"Burien","Washington","United States","98168"
11171,385,"AW00011171","1978-10-05","S","M","100000.00",1,"Bachelors","Management",2,"2020-08-20","1-2 Miles","Jonathan E Hill",45,"Woodland Hills","California","United States","91364"
11172,626,"AW00011172","1973-05-20","M","F","100000.00",1,"Bachelors","Management",2,"2022-05-03","1-2 Miles","Gabrielle J Adams",51,"Lynnwood","Washington","United States","98036"
11173,552,"AW00011173","1973-02-28","S","F","110000.00",0,"Graduate Degree","Management",4,"2022-03-02","0-1 Miles","Sarah F Thomas",51,"W. Linn","Oregon","United States","97068"
11174,338,"AW00011174","1973-01-09","M","M","110000.00",0,"Graduate Degree","Management",0,"2022-07-13","2-5 Miles","Nicholas Robinson",51,"Los Angeles","California","United States","90012"
11175,300,"AW00011175","1968-09-01","S","M","70000.00",0,"Partial College","Skilled Manual",2,"2020-08-28","5-10 Miles","Luis Wang",55,"Beverly Hills","California","United States","90210"
11176,50,"AW00011176","1979-01-21","M","M","90000.00",4,"Bachelors","Management",1,"2022-02-02","1-2 Miles","Mason D Roberts",45,"Haney","British Columbia","Canada","V2W 1W2"
11177,359,"AW00011177","1948-01-01","M","M","110000.00",2,"Graduate Degree","Management",2,"2022-03-29","5-10 Miles","Jose M Flores",76,"San Diego","California","United States","92102"
11178,334,"AW00011178","1954-08-20","M","M","100000.00",2,"Graduate Degree","Management",3,"2022-02-21","1-2 Miles","Nathan J Johnson",69,"Lakewood","California","United States","90712"
11179,300,"AW00011179","1959-12-08","M","F","120000.00",2,"Graduate Degree","Management",3,"2022-03-12","5-10 Miles","Molly E Rodriguez",64,"Beverly Hills","California","United States","90210"
11180,307,"AW00011180","1948-07-01","M","F","160000.00",1,"Bachelors","Management",4,"2022-03-17","0-1 Miles","April Anand",76,"Chula Vista","California","United States","91910"
11181,338,"AW00011181","1960-02-01","M","M","170000.00",2,"Graduate Degree","Management",2,"2022-05-07","0-1 Miles","Devin P Martin",64,"Los Angeles","California","United States","90012"
11182,638,"AW00011182","1950-02-22","S","F","70000.00",4,"Bachelors","Management",2,"2022-08-28","10+ Miles","Stephanie Torres",74,"Sedro Woolley","Washington","United States","98284"
11183,368,"AW00011183","1950-01-12","S","F","70000.00",4,"Bachelors","Management",2,"2022-04-30","10+ Miles","Jasmine W Lee",74,"Santa Cruz","California","United States","95062"
11184,311,"AW00011184","1955-11-13","S","F","70000.00",4,"Bachelors","Management",2,"2022-08-10","10+ Miles","Meghan Hernandez",68,"Concord","California","United States","94519"
11185,53,"AW00011185","1950-04-07","S","F","70000.00",4,"Bachelors","Management",2,"2022-02-21","10+ Miles","Ashley Henderson",74,"Metchosin","British Columbia","Canada","V9"
11186,352,"AW00011186","1949-11-18","S","F","70000.00",4,"Bachelors","Management",2,"2022-10-18","10+ Miles","Sarah C Price",74,"Palo Alto","California","United States","94303"
11187,612,"AW00011187","1949-08-21","M","F","60000.00",4,"Graduate Degree","Management",2,"2022-04-03","10+ Miles","Jennifer S Cooper",74,"Burien","Washington","United States","98168"
11188,361,"AW00011188","1950-03-06","M","F","60000.00",4,"Graduate Degree","Management",2,"2022-11-01","1-2 Miles","Catherine Morris",74,"San Gabriel","California","United States","91776"
11189,609,"AW00011189","1950-01-12","S","M","60000.00",4,"Graduate Degree","Management",2,"2020-08-26","10+ Miles","Lawrence W Blanco",74,"Bellingham","Washington","United States","98225"
11190,300,"AW00011190","1949-12-20","M","M","70000.00",5,"Bachelors","Management",2,"2022-08-28","10+ Miles","Carson Bryant",74,"Beverly Hills","California","United States","90210"
11191,310,"AW00011191","1951-06-17","S","F","70000.00",5,"Bachelors","Management",3,"2020-08-11","10+ Miles","Kristi E Perez",73,"Colma","California","United States","94014"
11192,637,"AW00011192","1951-03-13","M","M","60000.00",4,"Bachelors","Management",2,"2022-06-23","2-5 Miles","James C Brown",73,"Seattle","Washington","United States","98104"
11194,352,"AW00011194","1950-12-08","M","F","60000.00",4,"Bachelors","Management",2,"2022-03-13","2-5 Miles","Jacqueline R Price",73,"Palo Alto","California","United States","94303"
11195,635,"AW00011195","1951-08-10","M","F","60000.00",5,"Bachelors","Management",3,"2022-04-14","10+ Miles","Megan Henderson",72,"Renton","Washington","United States","98055"
11196,536,"AW00011196","1951-12-05","M","M","60000.00",5,"Bachelors","Management",3,"2022-03-03","10+ Miles","Alfredo Romero",72,"Beaverton","Oregon","United States","97005"
11197,637,"AW00011197","1951-12-16","M","F","70000.00",3,"Bachelors","Management",1,"2022-05-02","1-2 Miles","Andrea Morris",72,"Seattle","Washington","United States","98104"
11198,368,"AW00011198","1952-05-25","S","F","70000.00",4,"Bachelors","Management",1,"2022-02-05","10+ Miles","Brooke Sanders",72,"Santa Cruz","California","United States","95062"
11199,302,"AW00011199","1957-11-02","M","F","70000.00",4,"Bachelors","Management",1,"2022-03-18","10+ Miles","Jacqueline Bennett",66,"Burlingame","California","United States","94010"
11200,69,"AW00011200","1953-05-21","M","M","70000.00",4,"Bachelors","Management",1,"2022-02-07","1-2 Miles","Jason L Griffin",71,"Victoria","British Columbia","Canada","V8V"
11201,369,"AW00011201","1953-02-14","M","F","70000.00",4,"Bachelors","Management",1,"2022-07-01","10+ Miles","Amanda Foster",71,"Santa Monica","California","United States","90401"
11202,334,"AW00011202","1958-08-22","M","F","80000.00",5,"Bachelors","Management",2,"2022-09-15","1-2 Miles","Alexia L Price",65,"Lakewood","California","United States","90712"
11203,60,"AW00011203","1959-08-18","M","M","40000.00",2,"High School","Professional",2,"2022-02-20","10+ Miles","Luis D Diaz",64,"Port Hammond","British Columbia","Canada","V6B 3P7"
11204,536,"AW00011204","1953-11-29","M","F","40000.00",2,"High School","Professional",2,"2022-08-09","2-5 Miles","Destiny C Rivera",70,"Beaverton","Oregon","United States","97005"
11205,612,"AW00011205","1954-01-21","M","F","40000.00",2,"High School","Professional",2,"2022-07-27","10+ Miles","Abby Fernandez",70,"Burien","Washington","United States","98168"
11206,626,"AW00011206","1954-03-24","M","M","60000.00",2,"Partial College","Professional",1,"2022-05-11","10+ Miles","Blake Flores",70,"Lynnwood","Washington","United States","98036"
11207,635,"AW00011207","1954-01-16","S","F","60000.00",2,"Partial College","Professional",1,"2022-01-31","10+ Miles","Danielle Cox",70,"Renton","Washington","United States","98055"
11208,325,"AW00011208","1953-08-03","M","F","60000.00",2,"Bachelors","Management",0,"2022-03-04","10+ Miles","Maria Reed",70,"Glendale","California","United States","91203"
11209,336,"AW00011209","1953-07-12","M","F","60000.00",2,"Bachelors","Management",0,"2022-03-25","10+ Miles","Allison Evans",70,"Lincoln Acres","California","United States","91950"
11210,383,"AW00011210","1953-12-06","M","M","70000.00",4,"Partial College","Professional",2,"2022-05-06","10+ Miles","Edward J Wood",70,"West Covina","California","United States","91791"
11211,50,"AW00011211","1960-10-08","M","F","40000.00",2,"High School","Professional",2,"2022-02-01","2-5 Miles","Samantha Russell",63,"Haney","British Columbia","Canada","V2W 1W2"
11212,53,"AW00011212","1955-05-05","M","F","40000.00",2,"High School","Professional",2,"2022-01-30","2-5 Miles","Chloe Campbell",69,"Metchosin","British Columbia","Canada","V9"
11213,614,"AW00011213","1954-11-11","S","F","60000.00",2,"Partial College","Professional",2,"2022-03-28","10+ Miles","Stephanie B Murphy",69,"Edmonds","Washington","United States","98020"
11214,545,"AW00011214","1955-05-07","S","M","60000.00",2,"Partial College","Professional",2,"2022-08-14","10+ Miles","Charles O Miller",69,"Milwaukie","Oregon","United States","97222"
11215,62,"AW00011215","1961-06-17","M","F","40000.00",2,"Partial High School","Skilled Manual",2,"2022-02-15","10+ Miles","Ana Perry",63,"Royal Oak","British Columbia","Canada","V8X"
11216,547,"AW00011216","1955-11-17","S","F","60000.00",2,"Partial College","Professional",2,"2020-08-15","10+ Miles","Jasmine A Torres",68,"Portland","Oregon","United States","97205"
11217,547,"AW00011217","1955-08-11","S","F","60000.00",2,"Partial College","Professional",2,"2020-08-10","10+ Miles","Natalie P Adams",68,"Portland","Oregon","United States","97205"
11218,642,"AW00011218","1961-09-07","S","F","60000.00",2,"Partial College","Professional",2,"2022-02-28","2-5 Miles","Olivia Brown",62,"Tacoma","Washington","United States","98403"
11219,553,"AW00011219","1956-05-31","M","M","60000.00",2,"High School","Professional",2,"2022-10-29","10+ Miles","Charles Cook",68,"Woodburn","Oregon","United States","97071"
